gender,age,Salary,Rent,Groceries,Utilities,Transportation,Healthcare,Entertainment,Savings,Others,Investment_Recommendation
Male,35,454956,62660,66561,41357,36723,32825,69250,20836,124744,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,377414,63127,53375,34962,19489,28086,63011,13714,101650,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,27,727939,131246,100727,55208,72172,46884,141935,20070,159697,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,393526,45774,53052,21832,30810,36214,73363,25180,107301,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,433758,76770,61804,22402,28415,44045,74085,15543,110694,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,26,238877,31242,35180,15458,16171,12032,45925,9570,73299,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,735525,88568,82940,69309,44369,95436,140046,41403,173454,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,193847,21625,21491,16893,11592,15243,30693,8949,67361,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,799883,118507,84375,52860,57055,41958,135514,33876,275738,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,615040,91861,86897,55920,33226,67730,117921,19991,141494,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,29,935531,164834,135220,84484,51796,47624,149298,38403,263872,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,270536,43724,32252,23042,18303,17705,44810,17091,73609,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,131892,25831,14558,11794,8397,18295,20876,5355,26786,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,618218,67028,91926,52568,56932,65943,107471,28602,147748,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,106774,16323,13183,9393,6290,7166,18322,4768,31329,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,350795,37680,49891,31073,27080,51894,53893,17540,81744,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,385029,48759,45599,23473,34442,24805,73926,22269,111756,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,207069,21929,29103,16853,19723,25857,36870,10419,46315,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,518396,66254,66016,33530,51015,37646,78167,24630,161138,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,945359,142041,95877,73702,88594,113890,171250,50856,209149,Diversify into more Fixed Deposits or Government Bonds.
Female,35,944200,184901,133334,75901,70237,48467,170252,51937,209171,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,658786,119774,77098,37948,58766,81949,130672,28606,123973,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,123003,19135,12923,9124,8079,12453,20306,7630,33353,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,408115,75270,47249,32641,29184,57507,65040,17185,84039,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,487225,96002,52992,29281,41261,62324,85034,19370,100961,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,234743,28467,29068,13053,15510,18422,40430,17331,72462,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,523155,61799,62815,42260,50918,33123,102483,18352,151405,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,864014,127938,106040,52256,58211,82441,166980,52816,217332,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,876276,133100,125750,70460,59109,60831,149542,42256,235228,Consider increasing investment in Mutual Funds or Equity Market.
Female,32,144917,15136,15548,11595,8876,19380,24107,5555,44720,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,98429,10665,14455,5502,5615,13413,16016,5458,27305,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,34,403619,73327,52615,39504,34487,24732,71812,18409,88733,Diversify into more Fixed Deposits or Government Bonds.
Male,29,922755,166277,93490,79305,84233,115052,162052,32419,189927,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,142727,22114,19301,13723,11540,19808,26413,3187,26641,Diversify into more Fixed Deposits or Government Bonds.
Male,30,382953,57475,43781,24608,25963,31200,68522,22123,109281,Consider increasing investment in Mutual Funds or Equity Market.
Female,31,717481,91030,76403,37984,56529,49229,107954,57515,240837,Consider increasing investment in Mutual Funds or Equity Market.
Male,35,760713,116932,79588,70097,75432,72161,115723,25791,204989,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,805347,111271,116192,46228,73447,41473,139220,45635,231881,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,719246,76267,94033,69925,41726,88439,129791,25962,193103,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,625978,62986,62888,47953,60807,71631,116253,30394,173066,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,279058,44144,29669,26187,24568,41808,46013,8180,58489,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,26,796108,89575,117992,70889,46426,83805,135886,28964,222571,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,135523,15749,20081,8843,13155,7801,23451,5246,41197,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,831871,83585,106220,46331,71625,99668,132115,56762,235565,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,173417,29846,19925,14821,15017,14606,29269,6786,43147,Consider increasing investment in Mutual Funds or Equity Market.
Female,35,448490,72504,65040,26308,42050,23665,82081,19355,117487,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,186491,33406,25374,13801,15328,18682,35541,6548,37811,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,142119,21647,15992,11405,9258,15310,22524,5332,40651,Consider increasing investment in Mutual Funds or Equity Market.
Male,25,552967,78357,67098,35061,31287,29817,83643,28954,198750,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,29,196253,28689,26752,14472,18684,10504,31211,8826,57115,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,103349,16303,14741,6977,6552,5807,19746,4584,28639,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,267650,42063,39927,13404,15329,34235,50922,12698,59072,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,233986,35964,34851,16334,18742,13182,39893,12922,62098,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,261816,32432,38537,22081,16855,33224,40361,15468,62858,Consider increasing investment in Mutual Funds or Equity Market.
Female,26,656001,68833,96217,41094,57657,32805,106739,44192,208464,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,566501,86807,59906,39475,38963,60511,103896,32572,144371,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,254792,38148,30473,14574,22993,30916,43425,11276,62987,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,261471,43540,28302,13429,17224,28646,45582,14344,70404,Consider increasing investment in Mutual Funds or Equity Market.
Female,23,438624,79816,54575,24876,40586,47152,82021,18683,90915,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,369538,72733,42410,31509,25233,33089,59691,14095,90778,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,264997,51629,30376,16509,20976,20088,46022,14563,64834,Consider increasing investment in Mutual Funds or Equity Market.
Male,30,323038,39747,39196,26012,24965,47639,59445,14969,71065,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,647701,127400,78192,43894,33806,44316,104837,25476,189780,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,180062,31597,22831,15014,16390,13158,29944,8735,42393,Diversify into more Fixed Deposits or Government Bonds.
Male,27,501424,69836,50876,35976,47843,45581,83543,33378,134391,Consider increasing investment in Mutual Funds or Equity Market.
Female,28,483358,79484,57181,26633,43209,58393,94784,15055,108619,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,355048,39585,48359,21363,20879,29107,67758,19706,108291,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,492257,51483,60643,41448,37864,52792,79371,31163,137493,Consider increasing investment in Mutual Funds or Equity Market.
Male,21,906033,141468,122915,89782,64700,125129,136235,23335,202469,Consider increasing investment in Mutual Funds or Equity Market.
Female,27,675792,107470,78103,42179,43181,55307,126000,35080,188472,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,30,172931,30938,24471,15935,12232,15932,33949,6560,32914,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Female,28,663512,71690,84339,44986,65934,34082,119836,41823,200822,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,391099,50409,58149,36363,37460,20307,69809,15355,103247,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,404232,74744,53214,31103,22528,42049,73407,20965,86222,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,590292,93564,87582,57896,48705,59378,102298,26630,114239,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,488836,50265,51665,26937,42943,41045,88918,30001,157062,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,626809,86865,79340,51559,60830,67422,113276,17888,149629,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,25,801699,156509,101338,72204,42101,73829,130556,28527,196635,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,25,903623,161880,118549,65049,45659,132374,179009,24485,176618,Focus on balancing investments between Gold and Fixed Deposits for stability.
Male,21,642140,66869,81237,62654,61337,69651,106067,25844,168481,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,161490,30649,20120,9133,10080,12544,25221,7863,45880,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,344446,65998,45963,18470,17317,26738,57913,19908,92139,Consider increasing investment in Mutual Funds or Equity Market.
Male,26,540285,106274,64498,45565,53891,67301,98229,11269,93258,Consider increasing investment in Mutual Funds or Equity Market.
Male,29,667985,88389,97305,40113,61575,79913,112433,28788,159469,Consider increasing investment in Mutual Funds or Equity Market.
Female,34,636801,98246,86416,48287,36077,81094,108456,34987,143238,Evaluate risk tolerance and consider shifting some funds to Equity Market or Mutual Funds for higher returns.
Male,27,822002,105505,93013,54807,64622,114659,130545,33125,225726,Consider increasing investment in Mutual Funds or Equity Market.
Male,31,245617,38849,30141,17774,22360,34973,42753,9916,48851,Consider increasing investment in Mutual Funds or Equity Market.
Male,27,179005,32240,22540,11584,14661,19424,34920,4592,39044,Consider increasing investment in Mutual Funds or Equity Market.
Female,24,605277,115616,76702,30738,40696,74106,105573,32048,129798,Diversify into more Fixed Deposits or Government Bonds.
Male,29,193634,27547,22526,17637,14986,22894,36846,8557,42641,Consider increasing investment in Mutual Funds or Equity Market.
Male,22,737957,104968,78400,58308,70011,67810,144297,32200,181963,Diversify into more Fixed Deposits or Government Bonds.
Male,27,216556,35100,30675,16941,11813,32071,35145,9375,45436,Consider increasing investment in Mutual Funds or Equity Market.
